id,naics,num_employees,lat,lon
8894,31161102,3,39.712799,-88.468102
10494,31161102,3,41.800449,-88.284477
12122,31161102,6,41.807858,-88.285774
30502,31161102,350,41.757446,-87.810013
38823,31161102,20,42.122631,-88.294296
58933,31161102,2,41.825237,-87.648872
59691,31161102,2,41.690563,-87.606888
64264,31161102,3,41.869606,-87.65345
67937,31161102,3,41.825237,-87.648872
87240,31161102,4,41.882942,-87.62471
102478,31161102,6,41.890289,-87.647346
105303,31161102,7,41.849045,-87.680771
107450,31161102,8,41.808617,-87.644753
113775,31161102,12,41.8125,-87.657097
113855,31161102,12,41.815701,-87.73259
114082,31161102,12,41.786625,-87.696487
114178,31161102,12,41.779408,-87.645538
115412,31161102,15,41.902264,-87.735603
116937,31161102,20,41.916695,-87.743233
119336,31161102,30,41.820713,-87.646362
120127,31161102,35,41.806553,-87.694702
120132,31161102,35,41.88826,-87.684517
120208,31161102,35,41.88533,-87.659256
121611,31161102,60,41.849545,-87.674599
123154,31161102,300,41.811993,-87.652802
123168,31161102,300,41.808113,-87.653717
124073,31161102,60,41.532101,-87.580101
128539,31161102,6,41.562668,-88.137428
135018,31161102,7,39.860523,-88.954216
135590,31161102,30,39.863659,-88.929123
136907,31161102,49,42.152939,-87.851112
144476,31161102,9,41.5928,-88.919899
154637,31161102,12,42.008141,-87.978134
157584,31161102,4,40.704575,-89.271339
164682,31161102,150,41.885525,-87.810272
171502,31161102,2,39.978718,-87.623901
172039,31161102,9,40.752579,-87.996811
176796,31161102,1,38.958313,-90.206306
177177,31161102,25,37.559464,-88.979294
179559,31161102,5,40.742092,-88.87867
182726,31161102,10,42.441689,-88.6399
182954,31161102,3,41.623444,-87.674522
183177,31161102,6,41.60424,-87.641129
191527,31161102,5,40.032299,-87.956497
195580,31161102,6,39.116241,-90.315269
207111,31161102,4,41.796822,-88.941345
218266,31161102,5,38.688625,-90.151428
220997,31161102,6,39.332832,-87.884033
233217,31161102,6,41.375854,-88.421616
238418,31161102,6,42.250473,-87.989738
260687,31161102,12,41.696747,-87.734802
283794,31161102,100,40.674049,-89.611511
293359,31161102,800,41.909279,-89.050713
314179,31161102,12,42.018555,-87.766205
314903,31161102,60,42.069771,-88.142418
316807,31161102,6,41.331699,-89.208702
327247,31161102,4,41.646637,-89.232765
331811,31161102,12,38.605183,-89.684372
336247,31161102,4,39.959267,-90.208061
341231,31161102,127,41.893505,-88.233643
1245,31161103,34,38.545219,-89.609329
2926,31161103,21,41.662834,-87.716858
13346,31161103,100,41.800449,-88.284477
26978,31161103,35,41.654861,-87.67598
34909,31161103,45,41.62365,-87.530174
37002,31161103,1,39.289856,-89.883308
39323,31161103,8,40.414516,-91.060219
56289,31161103,2,41.966377,-87.708038
102412,31161103,6,41.885708,-87.652771
105122,31161103,6,41.884575,-87.655037
107716,31161103,8,41.808899,-87.709198
109794,31161103,8,41.798573,-87.738495
114830,31161103,14,41.827797,-87.646492
117108,31161103,20,41.798573,-87.738495
118216,31161103,21,41.800194,-87.763535
120396,31161103,40,41.816242,-87.651268
122014,31161103,75,41.857368,-87.638382
122584,31161103,105,41.816856,-87.655838
123336,31161103,600,41.802982,-87.765518
126357,31161103,70,41.428516,-90.461525
132616,31161103,10,40.138172,-87.59729
133323,31161103,2,37.838974,-89.185059
135025,31161103,8,39.856033,-88.873695
144485,31161103,15,41.536797,-88.845955
154805,31161103,25,41.989388,-87.942551
155054,31161103,100,42.005733,-87.946983
163590,31161103,1,39.115711,-89.278595
166842,31161103,40,41.9398,-87.911087
177094,31161103,6,40.110428,-91.016685
187588,31161103,125,41.592098,-90.210999
187589,31161103,2400,41.555851,-90.225243
206716,31161103,50,41.588638,-87.545227
212546,31161103,8,41.807758,-88.116943
216046,31161103,8,38.805,-88.494202
216047,31161103,8,38.805,-88.494202
216058,31161103,25,38.771355,-88.464027
220633,31161103,6,41.600502,-87.699692
220929,31161103,8,39.451725,-87.800896
220932,31161103,8,39.395237,-87.704048
224614,31161103,21,41.799099,-87.837723
224680,31161103,2,38.13063,-88.478622
227251,31161103,100,41.897888,-87.869064
232107,31161103,1700,40.927048,-90.640625
235268,31161103,60,41.989441,-89.457542
238698,31161103,200,42.25433,-87.981934
273792,31161103,9,39.632717,-87.690506
277047,31161103,8,40.462391,-88.097649
284973,31161103,1,38.090302,-89.392601
290814,31161103,15,40.302666,-88.159798
315575,31161103,25,42.00499,-88.301636
315588,31161103,32,42.00499,-88.301636
316477,31161103,8,38.122898,-89.708504
318497,31161103,3,39.758812,-89.625435
324907,31161103,350,41.916355,-88.274918
325018,31161103,8,40.048805,-88.011337
335460,31161103,8,37.41758,-88.902519
338186,31161103,2,40.780495,-87.728226
341765,31161103,8,37.889366,-88.9245
342718,31161103,33,41.808636,-87.901215
118799,31161104,25,41.843704,-87.6521
2497,31161202,2,38.719894,-88.91172
4600,31161202,4,37.450356,-89.15538
9264,31161202,6,40.267536,-89.233818
32506,31161202,13,41.338501,-90.850098
37286,31161202,2,38.609848,-89.380905
39569,31161202,4,42.209587,-88.237762
40677,31161202,7,42.01334,-89.889343
46337,31161202,1,41.854652,-87.685516
151289,31161202,4,42.058483,-88.313942
157436,31161202,5,38.102398,-88.332458
162426,31161202,2,38.380131,-88.358772
179133,31161202,2,39.344471,-90.215721
199419,31161202,4,39.190002,-90.354042
214658,31161202,4,41.886829,-88.019539
216025,31161202,3,38.776993,-88.53698
216031,31161202,4,38.811005,-88.415543
228578,31161202,14,38.455494,-90.089828
299635,31161202,12,42.194908,-89.078514
310001,31161202,2,41.359501,-89.741119
327205,31161202,1,40.745499,-90.908302
333981,31161202,4,41.413322,-88.990463
350333,31161202,6,41.179832,-90.31543
87888,31161203,4,41.806553,-87.694702
336133,31161203,4,41.191097,-90.607399
113885,31161204,12,41.917297,-87.738136
17099,31161205,2300,39.993256,-90.405144
219227,31161205,200,42.200794,-88.615616
325988,31161205,15,41.82214,-89.729065
109997,31161206,9,41.777367,-87.756493
102410,31161207,6,41.897606,-87.658081
115230,31161207,15,41.848309,-87.725029
119351,31161207,30,41.810768,-87.625648
120186,31161207,35,41.843704,-87.6521
120281,31161207,35,41.881096,-87.729546
120686,31161207,40,41.814232,-87.660248
121208,31161207,50,41.87719,-87.739853
128266,31161207,1,41.552563,-88.101486
132477,31161207,6,40.140133,-87.582649
149109,31161207,30,41.889938,-88.473068
157017,31161207,4,40.776707,-89.966545
192778,31161207,500,41.57201,-87.640137
253828,31161207,101,42.132912,-87.827957
316275,31161207,900,41.594776,-87.623573
326808,31161207,35,42.005566,-88.176895
336348,31161207,9,42.325291,-88.161377
19209,31161302,20,38.518208,-90.098381
26989,31161302,50,41.658024,-87.696793
35063,31161302,1,41.303249,-90.166237
199190,31161302,95,41.534988,-88.159805
216899,31161302,15,41.297256,-90.361115
216902,31161302,30,41.295971,-90.358795
221634,31161302,60,40.201206,-89.697922
227503,31161302,42,41.518208,-89.079254
233491,31161302,2,41.850853,-90.065826
245119,31161302,32,38.642101,-90.150101
9030,31161501,49,39.668697,-88.471725
27628,31161501,4,41.674286,-88.085274
61995,31161501,2,41.801334,-87.689407
123177,31161501,300,41.958305,-87.741432
166855,31161501,50,41.917316,-87.863571
213815,31161501,72,40.540642,-88.057648
213816,31161501,100,40.521301,-88.0793
216884,31161501,1,41.72179,-89.910782
276840,31161501,40,41.987778,-87.842232
338116,31161501,9,41.764839,-88.804802
21326,31171004,1,41.864754,-87.796761
90230,31171004,4,41.754112,-87.624443
58919,31171008,2,41.879715,-87.62674
86190,31171008,4,41.729137,-87.548141
103311,31171008,6,41.856667,-87.63903
120160,31171008,35,41.889317,-87.683601
154718,31171008,17,42.028332,-87.987083
335231,31171008,25,42.211254,-87.943138
11739,31181101,4,41.762798,-88.297302
81615,31181101,3,41.831417,-87.620209
146557,31181101,1,38.812172,-89.949898
275018,31181101,3,42.009335,-87.830597
305134,31181101,5,41.642906,-88.61245
309363,31181101,2,41.948658,-87.868401
177,31181102,2,41.931499,-87.986702
508,31181102,4,41.931019,-87.986435
629,31181102,5,41.926994,-88.017326
863,31181102,8,41.947899,-88.032684
868,31181102,8,41.949379,-88.033691
874,31181102,9,41.919827,-87.987396
2227,31181102,7,42.170563,-88.335938
2320,31181102,10,42.155399,-88.338875
2325,31181102,10,42.153828,-88.336609
2636,31181102,3,41.657471,-87.713623
2721,31181102,5,41.675808,-87.719513
2755,31181102,5,41.662228,-87.719917
2838,31181102,8,41.663364,-87.701218
3001,31181102,2,39.060623,-88.749313
3368,31181102,2,38.902626,-90.172066
4051,31181102,7,38.907272,-90.136818
4143,31181102,12,38.924747,-90.176941
4562,31181102,3,37.459698,-89.236549
4607,31181102,4,37.4617,-89.230301
4653,31181102,8,37.462032,-89.223312
4695,31181102,15,37.463818,-89.230431
4977,31181102,3,42.47765,-88.098793
5236,31181102,8,42.466499,-88.108002
5441,31181102,4,39.69014,-88.306625
7694,31181102,5,42.106838,-87.970642
7794,31181102,5,42.082394,-87.982735
7947,31181102,6,42.096428,-87.955177
7960,31181102,6,42.04298,-87.978188
8245,31181102,9,42.044971,-87.980621
8947,31181102,4,39.680546,-88.481873
10211,31181102,2,41.734188,-88.274132
10433,31181102,3,41.762539,-88.338982
11449,31181102,3,41.800629,-88.273781
11558,31181102,4,41.756973,-88.312119
11585,31181102,4,41.776806,-88.223747
11606,31181102,4,41.745647,-88.304802
11641,31181102,4,41.782032,-88.307213
11759,31181102,4,41.7663,-88.3526
11787,31181102,4,41.744194,-88.272797
11935,31181102,5,41.798973,-88.253181
12498,31181102,8,41.76049,-88.211548
12514,31181102,8,41.815662,-88.282639
12746,31181102,12,41.754452,-88.300568
12865,31181102,14,41.76054,-88.310326
13141,31181102,25,41.760582,-88.269806
14823,31181102,6,42.161224,-88.144257
15021,31181102,15,42.167297,-88.156258
15222,31181102,6,38.534599,-89.468803
15924,31181102,6,40.646019,-89.674133
16473,31181102,4,41.849186,-88.340744
16635,31181102,8,41.863659,-88.345795
17043,31181102,5,39.992844,-90.395378
17163,31181102,8,41.765579,-87.74472
17860,31181102,2,38.526241,-89.964539
18165,31181102,3,38.51556,-89.997192
18994,31181102,8,38.519939,-89.922615
19765,31181102,2,42.255512,-88.838997
19775,31181102,3,42.257874,-88.886452
20003,31181102,8,42.238716,-88.817368
20490,31181102,5,41.960651,-87.951042
20512,31181102,5,41.931595,-87.949196
20528,31181102,5,41.957802,-87.944801
20540,31181102,5,41.960651,-87.951042
20779,31181102,15,41.987625,-87.96154
21089,31181102,5,38.000916,-88.936485
22042,31181102,4,41.84354,-87.792473
22129,31181102,5,41.850994,-87.789909
22234,31181102,5,41.844101,-87.791397
22382,31181102,10,41.851124,-87.781425
22762,31181102,3,41.199783,-90.11908
22797,31181102,1,41.936226,-88.06955
23332,31181102,5,41.961624,-88.082642
23372,31181102,5,41.953526,-88.081703
23506,31181102,8,41.948154,-88.115517
23521,31181102,8,41.937012,-88.102592
25570,31181102,6,40.476799,-88.952698
25653,31181102,7,40.478275,-88.983582
25664,31181102,7,40.479836,-88.952393
25970,31181102,10,40.508999,-88.953049
25995,31181102,11,40.489227,-89.041801
26072,31181102,13,40.484554,-88.950279
26136,31181102,15,40.481541,-88.993401
26928,31181102,9,41.657619,-87.680489
26958,31181102,13,41.667404,-87.680046
27048,31181102,1,41.710125,-88.075493
27346,31181102,3,41.701302,-88.0765
27402,31181102,3,41.697079,-88.066849
27421,31181102,3,41.708046,-88.088432
27427,31181102,3,41.699989,-88.067139
27487,31181102,3,41.689049,-88.063683
27517,31181102,3,41.673069,-88.138596
28008,31181102,8,41.695938,-88.065826
28228,31181102,18,41.680702,-88.097908
28929,31181102,4,41.162239,-87.878204
28935,31181102,4,41.17437,-87.848244
29005,31181102,6,41.163601,-87.872337
29125,31181102,10,41.190437,-87.84713
29459,31181102,2,41.142956,-87.867241
29581,31181102,5,41.148724,-87.85363
29618,31181102,9,41.147121,-87.87545
30049,31181102,4,38.710999,-87.757004
30068,31181102,1,41.738815,-87.799744
30147,31181102,3,41.727188,-87.804108
30168,31181102,3,41.739422,-87.798882
30171,31181102,3,41.733574,-87.802612
30175,31181102,3,41.740459,-87.800072
30271,31181102,5,41.726494,-87.799049
30357,31181102,8,41.755245,-87.799789
31828,31181102,3,42.173058,-87.983932
31953,31181102,4,42.156227,-87.959579
32486,31181102,100,42.156738,-87.962723
32680,31181102,2,41.734184,-87.768669
32853,31181102,4,41.74926,-87.742325
32935,31181102,6,41.748032,-87.781197
33851,31181102,20,41.749695,-87.91378
34681,31181102,5,41.610188,-87.539825
34776,31181102,8,41.599934,-87.559456
34971,31181102,4,41.67012,-87.642044
35138,31181102,4,40.042412,-91.064384
35250,31181102,2,40.557453,-90.005783
35390,31181102,4,40.555653,-90.034012
36384,31181102,4,37.728226,-89.239258
36387,31181102,4,37.727058,-89.217255
36388,31181102,4,37.737125,-89.161484
36417,31181102,4,37.720974,-89.216095
36686,31181102,8,37.737755,-89.18647
37112,31181102,3,39.268055,-89.894417
37330,31181102,3,38.619736,-89.373703
37401,31181102,10,38.610901,-89.370628
37602,31181102,8,38.0826,-88.162697
37744,31181102,2,41.897301,-88.101372
38128,31181102,5,41.906181,-88.120766
38251,31181102,8,41.903679,-88.123901
38258,31181102,8,41.9403,-88.148003
38611,31181102,3,42.133495,-88.257896
38654,31181102,4,42.119274,-88.257172
38767,31181102,8,42.121124,-88.259056
38806,31181102,15,42.122021,-88.260132
38939,31181102,4,39.30072,-90.408508
39070,31181102,3,37.743736,-89.048004
39649,31181102,7,42.214287,-88.250717
40023,31181102,1,38.530167,-89.141449
40436,31181102,6,38.531235,-89.144936
40486,31181102,8,38.533073,-89.155334
40736,31181102,1,40.096485,-88.246033
40746,31181102,1,40.107185,-88.276176
40775,31181102,1,40.138882,-88.263161
40810,31181102,1,40.109337,-88.231674
40926,31181102,1,40.112381,-88.257339
40952,31181102,1,40.1124,-88.242996
41474,31181102,2,40.146652,-88.258209
41820,31181102,3,40.130775,-88.256538
42208,31181102,4,40.135044,-88.263176
42902,31181102,8,40.146954,-88.255608
43077,31181102,10,40.142002,-88.249748
43113,31181102,12,40.08762,-88.246422
43352,31181102,19,40.124874,-88.28038
43783,31181102,2,40.029526,-90.146568
44489,31181102,8,39.485172,-88.155518
45368,31181102,1,41.909779,-87.710823
45513,31181102,1,41.857635,-87.660439
45935,31181102,1,41.887783,-87.682076
46913,31181102,1,41.938461,-87.642281
47162,31181102,1,41.751167,-87.603615
47358,31181102,1,41.758511,-87.617142
47383,31181102,1,41.766396,-87.570122
49860,31181102,1,41.762501,-87.569199
55791,31181102,1,41.968307,-87.694794
56208,31181102,2,41.859051,-87.660469
56211,31181102,2,41.834984,-87.645859
56338,31181102,2,41.963299,-87.708672
56381,31181102,2,41.795116,-87.703255
56538,31181102,2,41.960732,-87.733749
56688,31181102,2,41.973122,-87.65876
56817,31181102,2,41.741543,-87.721275
56958,31181102,2,41.738968,-87.579056
57424,31181102,2,41.972172,-87.773918
58991,31181102,2,41.809151,-87.62252
59433,31181102,2,41.968124,-87.715576
59576,31181102,2,41.931728,-87.742233
60268,31181102,2,41.778889,-87.726936
61098,31181102,2,41.844242,-87.706512
62967,31181102,2,41.918381,-87.653214
63710,31181102,2,41.968571,-87.722679
64265,31181102,3,41.869129,-87.660645
64711,31181102,3,41.922489,-87.783981
66920,31181102,3,41.852219,-87.693268
67659,31181102,3,41.941689,-87.727577
69384,31181102,3,41.799213,-87.704063
69387,31181102,3,41.91732,-87.735847
69735,31181102,3,41.823441,-87.694977
70185,31181102,3,41.943489,-87.680031
70489,31181102,3,41.705521,-87.53492
71149,31181102,3,41.958054,-87.707802
76801,31181102,3,41.851101,-87.68988
79681,31181102,3,41.998348,-87.681732
85790,31181102,3,41.980476,-87.772598
86435,31181102,4,41.937035,-87.766258
86496,31181102,4,41.909603,-87.724602
86593,31181102,4,41.968601,-87.668243
86889,31181102,4,41.931801,-87.706947
86971,31181102,4,41.976009,-87.671181
88226,31181102,4,41.997337,-87.670937
88989,31181102,4,41.938438,-87.795052
89303,31181102,4,41.815933,-87.64537
89435,31181102,4,41.752167,-87.572044
89516,31181102,4,41.836452,-87.633202
89640,31181102,4,41.793743,-87.706406
89651,31181102,4,41.84449,-87.719437
89869,31181102,4,41.910217,-87.642548
90592,31181102,4,41.887405,-87.620216
91287,31181102,4,41.848785,-87.705521
91458,31181102,4,41.95414,-87.645981
92858,31181102,4,41.85804,-87.66758
92906,31181102,4,41.917431,-87.727264
92919,31181102,4,41.92469,-87.720932
92953,31181102,4,41.992687,-87.821793
93053,31181102,4,41.967434,-87.774651
93093,31181102,4,41.852612,-87.63298
93302,31181102,5,41.952885,-87.654678
93359,31181102,5,41.836761,-87.723366
93398,31181102,5,41.793449,-87.693184
93504,31181102,5,41.997791,-87.70182
93568,31181102,5,41.776127,-87.723083
93656,31181102,5,41.968636,-87.71666
93704,31181102,5,41.985794,-87.669449
93841,31181102,5,41.80138,-87.727257
93858,31181102,5,41.844284,-87.703308
94072,31181102,5,41.930923,-87.773293
94073,31181102,5,41.84388,-87.732681
94247,31181102,5,41.930813,-87.781288
94253,31181102,5,41.843903,-87.729851
94274,31181102,5,41.910641,-87.684181
94444,31181102,5,41.9076,-87.650833
94446,31181102,5,41.943012,-87.82132
94456,31181102,5,41.971352,-87.689926
94494,31181102,5,41.842171,-87.632126
94523,31181102,5,41.893341,-87.657768
94652,31181102,5,41.99789,-87.688393
94702,31181102,5,41.99678,-87.693871
94754,31181102,5,41.916748,-87.695099
94797,31181102,5,41.967819,-87.708817
95014,31181102,5,41.814117,-87.694733
95264,31181102,5,41.968388,-87.727295
95265,31181102,5,41.968414,-87.724747
95548,31181102,5,41.885159,-87.675606
95553,31181102,5,41.949188,-87.675697
95872,31181102,5,41.887043,-87.678024
95949,31181102,5,41.997845,-87.698677
95970,31181102,5,41.924236,-87.735809
