city_fips,cty_fips,city_name,cty_name,feature,cty_seat
103220,01001,Autaugaville,Autauga County,Populated Place,0
106460,01001,Billingsley,Autauga County,Populated Place,0
108296,01001,Booth,Autauga County,Populated Place,0
138872,01001,Jones,Autauga County,Populated Place,0
162328,01001,Prattville,Autauga County,County Seat,1
104660,01003,Bay Minette,Baldwin County,County Seat,1
119648,01003,Daphne,Baldwin County,Populated Place,0
123320,01003,Elberta,Baldwin County,Populated Place,0
125240,01003,Fairhope,Baldwin County,Populated Place,0
126992,01003,Foley,Baldwin County,Populated Place,0
127592,01003,Fort Morgan,Baldwin County,Populated Place,0
129224,01003,Gasque,Baldwin County,Populated Place,0
132272,01003,Gulf Shores,Baldwin County,Populated Place,0
142928,01003,Lillian,Baldwin County,Populated Place,0
144608,01003,Loxley,Baldwin County,Populated Place,0
157144,01003,Orange Beach,Baldwin County,Populated Place,0
159064,01003,Perdido,Baldwin County,Populated Place,0
161488,01003,Point Clear,Baldwin County,Populated Place,0
165208,01003,Robertsdale,Baldwin County,Populated Place,0
169216,01003,Seminole,Baldwin County,Populated Place,0
170536,01003,Silverhill,Baldwin County,Populated Place,0
171976,01003,Spanish Fort,Baldwin County,Populated Place,0
172816,01003,Stapleton,Baldwin County,Populated Place,0
173272,01003,Stockton,Baldwin County,Populated Place,0
173872,01003,Summerdale,Baldwin County,Populated Place,0
175408,01003,Tensaw,Baldwin County,Populated Place,0
103724,01005,Baker Hill,Barbour County,Populated Place,0
104564,01005,Batesville,Barbour County,Populated Place,0
107672,01005,Blue Springs,Barbour County,Populated Place,0
115376,01005,Clayton,Barbour County,County Seat,1
115640,01005,Clio,Barbour County,Populated Place,0
116864,01005,Comer,Barbour County,Populated Place,0
124568,01005,Eufaula,Barbour County,Populated Place,0
144344,01005,Louisville,Barbour County,Populated Place,0
152008,01005,Mount Andrew,Barbour County,Populated Place,0
175504,01005,Texasville,Barbour County,Populated Place,0
102812,01007,Ashby,Bibb County,Populated Place,0
109136,01007,Brent,Bibb County,Populated Place,0
113672,01007,Centreville,Bibb County,County Seat,1
124232,01007,Eoline,Bibb County,Populated Place,0
141752,01007,Lawley,Bibb County,Populated Place,0
147152,01007,Marvel,Bibb County,Populated Place,0
155018,01007,North Bibb,Bibb County,Populated Place,0
163432,01007,Randolph,Bibb County,Populated Place,0
180928,01007,West Blocton,Bibb County,Populated Place,0
183640,01007,Woodstock,Bibb County,Populated Place,0
101396,01009,Allgood,Blount County,Populated Place,0
103868,01009,Bangor,Blount County,Populated Place,0
107456,01009,Blountsville,Blount County,Populated Place,0
109760,01009,Brooksville,Blount County,Populated Place,0
115472,01009,Cleveland,Blount County,Populated Place,0
117968,01009,County Line,Blount County,Populated Place,0
133640,01009,Hayden,Blount County,Populated Place,0
134168,01009,Hendrix,Blount County,Populated Place,0
134480,01009,Highland Lake,Blount County,Populated Place,0
142136,01009,Lehigh,Blount County,Populated Place,0
143888,01009,Locust Fork,Blount County,Populated Place,0
153448,01009,Nectar,Blount County,Populated Place,0
157000,01009,Oneonta,Blount County,County Seat,1
166408,01009,Rosa,Blount County,Populated Place,0
171201,01009,Smoke Rise,Blount County,Populated Place,0
171280,01009,Snead,Blount County,Populated Place,0
173920,01009,Summit,Blount County,Populated Place,0
174160,01009,Susan Moore,Blount County,Populated Place,0
100196,01011,Aberfoil,Bullock County,Populated Place,0
137744,01011,Inverness,Bullock County,Populated Place,0
148424,01011,Midway,Bullock County,Populated Place,0
149192,01011,Mitchell,Bullock County,Populated Place,0
158550,01011,Peachburg,Bullock County,Populated Place,0
159136,01011,Perote,Bullock County,Populated Place,0
170080,01011,Shopton,Bullock County,Populated Place,0
177880,01011,Union Springs,Bullock County,County Seat,1
108176,01013,Bolling,Butler County,Populated Place,0
113912,01013,Chapman,Butler County,Populated Place,0
127304,01013,Forest Home,Butler County,Populated Place,0
129128,01013,Garland,Butler County,Populated Place,0
129560,01013,Georgiana,Butler County,Populated Place,0
131912,01013,Greenville,Butler County,County Seat,1
145496,01013,McKenzie,Butler County,Populated Place,0
101852,01015,Anniston,Calhoun County,County Seat,1
107552,01015,Blue Mountain,Calhoun County,Populated Place,0
111128,01015,Bynum,Calhoun County,Populated Place,0
119936,01015,DeArmanville,Calhoun County,Populated Place,0
124592,01015,Eulaton,Calhoun County,Populated Place,0
135152,01015,Hobson City,Calhoun County,Populated Place,0
138272,01015,Jacksonville,Calhoun County,Populated Place,0
156472,01015,Ohatchee,Calhoun County,Populated Place,0
157576,01015,Oxford,Calhoun County,Populated Place,0
159640,01015,Piedmont,Calhoun County,Populated Place,0
167608,01015,Saks,Calhoun County,Populated Place,0
180352,01015,Weaver,Calhoun County,Populated Place,0
180640,01015,Wellington,Calhoun County,Populated Place,0
181072,01015,West End Anniston,Calhoun County,Populated Place,0
119216,01017,Cusseta,Chambers County,Populated Place,0
126200,01017,Five Points,Chambers County,Populated Place,0
136592,01017,Huguley,Chambers County,Populated Place,0
140672,01017,Lafayette,Chambers County,County Seat,1
141296,01017,Lanett,Chambers County,Populated Place,0
173512,01017,Stroud,Chambers County,Populated Place,0
178204,01017,Valley,Chambers County,Populated Place,0
180256,01017,Waverly,Chambers County,Populated Place,0
107288,01019,Blanche,Cherokee County,Populated Place,0
112760,01019,Cedar Bluff,Cherokee County,Populated Place,0
113648,01019,Centre,Cherokee County,County Seat,1
127424,01019,Forney,Cherokee County,Populated Place,0
129296,01019,Gaylesville,Cherokee County,Populated Place,0
142016,01019,Leesburg,Cherokee County,Populated Place,0
143504,01019,Little River,Cherokee County,Populated Place,0
160936,01019,Pleasant Gap,Cherokee County,Populated Place,0
167920,01019,Sand Rock,Cherokee County,Populated Place,0
115136,01021,Clanton,Chilton County,County Seat,1
117128,01021,Cooper,Chilton County,Populated Place,0
138608,01021,Jemison,Chilton County,Populated Place,0
143984,01021,Lomax,Chilton County,Populated Place,0
146504,01021,Maplesville,Chilton County,Populated Place,0
151792,01021,Mountain Creek,Chilton County,Populated Place,0
161368,01021,Pletcher,Chilton County,Populated Place,0
172792,01021,Stanton,Chilton County,Populated Place,0
176080,01021,Thorsby,Chilton County,Populated Place,0
178408,01021,Verbena,Chilton County,Populated Place,0
111032,01023,Butler,Choctaw County,County Seat,1
118640,01023,Cromwell,Choctaw County,Populated Place,0
119024,01023,Cullomburg,Choctaw County,Populated Place,0
129704,01023,Gilbertown,Choctaw County,Populated Place,0
141152,01023,Land,Choctaw County,Populated Place,0
143384,01023,Lisman,Choctaw County,Populated Place,0
148040,01023,Melvin,Choctaw County,Populated Place,0
153472,01023,Needham,Choctaw County,Populated Place,0
158968,01023,Pennington,Choctaw County,Populated Place,0
170416,01023,Silas,Choctaw County,Populated Place,0
176632,01023,Toxey,Choctaw County,Populated Place,0
111608,01025,Campbell,Clarke County,Populated Place,0
114776,01025,Choctaw Bluff,Clarke County,Populated Place,0
116264,01025,Coffeeville,Clarke County,Populated Place,0
128504,01025,Fulton,Clarke County,Populated Place,0
132080,01025,Grove Hill,Clarke County,County Seat,1
138152,01025,Jackson,Clarke County,Populated Place,0
167704,01025,Salitpa,Clarke County,Populated Place,0
175960,01025,Thomasville,Clarke County,Populated Place,0
181744,01025,Whatley,Clarke County,Populated Place,0
102860,01027,Ashland,Clay County,County Seat,1
118160,01027,Cragford,Clay County,Populated Place,0
120272,01027,Delta,Clay County,Populated Place,0
143264,01027,Lineville,Clay County,Populated Place,0
148784,01027,Millerville,Clay County,Populated Place,0
162976,01027,Pyriton,Clay County,Populated Place,0
108392,01029,Borden Springs,Cleburne County,Populated Place,0
123176,01029,Edwardsville,Cleburne County,Populated Place,0
128432,01029,Fruithurst,Cleburne County,Populated Place,0
133976,01029,Heflin,Cleburne County,County Seat,1
163408,01029,Ranburne,Cleburne County,Populated Place,0
123296,01031,Elba,Coffee County,County Seat,1
124184,01031,Enterprise,Coffee County,Populated Place,0
140096,01031,Kinston,Coffee County,Populated Place,0
153856,01031,New Brockton,Coffee County,Populated Place,0
104324,01033,Barton,Colbert County,Populated Place,0
114152,01033,Cherokee,Colbert County,Populated Place,0
142160,01033,Leighton,Colbert County,Populated Place,0
143648,01033,Littleville,Colbert County,Populated Place,0
153016,01033,Muscle Shoals,Colbert County,Populated Place,0
169648,01033,Sheffield,Colbert County,Populated Place,0
177280,01033,Tuscumbia,Colbert County,County Seat,1
109664,01035,Brooklyn,Conecuh County,Populated Place,0
110888,01035,Burnt Corn,Conecuh County,Populated Place,0
112496,01035,Castleberry,Conecuh County,Populated Place,0
124808,01035,Evergreen,Conecuh County,County Seat,1
163456,01035,Range,Conecuh County,Populated Place,0
164368,01035,Repton,Conecuh County,Populated Place,0
130640,01037,Goodwater,Coosa County,Populated Place,0
165472,01037,Rockford,Coosa County,County Seat,1
173152,01037,Stewartville,Coosa County,Populated Place,0
101708,01039,Andalusia,Covington County,County Seat,1
103556,01039,Babbie,Covington County,Populated Place,0
109712,01039,Brooks,Covington County,Populated Place,0
112160,01039,Carolina,Covington County,Populated Place,0
117992,01039,County Line,Covington County,Populated Place,0
126848,01039,Florala,Covington County,Populated Place,0
128936,01039,Gantt,Covington County,Populated Place,0
133904,01039,Heath,Covington County,Populated Place,0
136088,01039,Horn Hill,Covington County,Populated Place,0
142808,01039,Libertyville,Covington County,Populated Place,0
143816,01039,Lockhart,Covington County,Populated Place,0
157024,01039,Onycha,Covington County,Populated Place,0
157120,01039,Opp,Covington County,Populated Place,0
163768,01039,Red Level,Covington County,Populated Place,0
164776,01039,River Falls,Covington County,Populated Place,0
168016,01039,Sanford,Covington County,Populated Place,0
109016,01041,Brantley,Crenshaw County,Populated Place,0
121448,01041,Dozier,Crenshaw County,Populated Place,0
130160,01041,Glenwood,Crenshaw County,Populated Place,0
134456,01041,Highland Home,Crenshaw County,Populated Place,0
135824,01041,Honoraville,Crenshaw County,Populated Place,0
144728,01041,Luverne,Crenshaw County,County Seat,1
159328,01041,Petrey,Crenshaw County,Populated Place,0
167176,01041,Rutledge,Crenshaw County,Populated Place,0
102452,01043,Arkadelphia,Cullman County,Populated Place,0
103676,01043,Baileyton,Cullman County,Populated Place,0
109112,01043,Bremen,Cullman County,Populated Place,0
116684,01043,Colony,Cullman County,Populated Place,0
118976,01043,Cullman,Cullman County,County Seat,1
120955,01043,Dodge City,Cullman County,Populated Place,0
125384,01043,Fairview,Cullman County,Populated Place,0
129032,01043,Garden City,Cullman County,Populated Place,0
130496,01043,Good Hope,Cullman County,Populated Place,0
132968,01043,Hanceville,Cullman County,Populated Place,0
135560,01043,Holly Pond,Cullman County,Populated Place,0
138968,01043,Jones Chapel,Cullman County,Populated Place,0
171900,01043,South Vinemont,Cullman County,Populated Place,0
179116,01043,Vinemont,Cullman County,Populated Place,0
181528,01043,West Point,Cullman County,Populated Place,0
102428,01045,Ariton,Dale County,Populated Place,0
115304,01045,Clayhatchee,Dale County,Populated Place,0
115688,01045,Clopton,Dale County,Populated Place,0
119360,01045,Daleville,Dale County,Populated Place,0
122720,01045,Echo,Dale County,Populated Place,0
132056,01045,Grimes,Dale County,Populated Place,0
142472,01045,Level Plains,Dale County,Populated Place,0
148400,01045,Midland City,Dale County,Populated Place,0
153256,01045,Napier Field,Dale County,Populated Place,0
154480,01045,Newton,Dale County,Populated Place,0
157648,01045,Ozark,Dale County,County Seat,1
159832,01045,Pinckard,Dale County,Populated Place,0
110864,01047,Burnsville,Dallas County,Populated Place,0
133832,01047,Hazen,Dallas County,Populated Place,0
146792,01047,Marion Junction,Dallas County,Populated Place,0
149120,01047,Minter,Dallas County,Populated Place,0
157240,01047,Orrville,Dallas County,Populated Place,0
160864,01047,Plantersville,Dallas County,Populated Place,0
167368,01047,Safford,Dallas County,Populated Place,0
168256,01047,Sardis,Dallas County,Populated Place,0
169120,01047,Selma,Dallas County,County Seat,1
169168,01047,Selmont,Dallas County,Populated Place,0
177400,01047,Tyler,Dallas County,Populated Place,0
181600,01047,West Selmont,Dallas County,Populated Place,0
116528,01049,Collbran,DeKalb County,Populated Place,0
116600,01049,Collinsville,DeKalb County,Populated Place,0
118856,01049,Crossville,DeKalb County,Populated Place,0
127616,01049,Fort Payne,DeKalb County,County Seat,1
128672,01049,Fyffe,DeKalb County,Populated Place,0
129608,01049,Geraldine,DeKalb County,Populated Place,0
132896,01049,Hammondville,DeKalb County,Populated Place,0
134096,01049,Henagar,DeKalb County,Populated Place,0
137312,01049,Ider,DeKalb County,Populated Place,0
140888,01049,Lakeview,DeKalb County,Populated Place,0
148064,01049,Mentone,DeKalb County,Populated Place,0
160372,01049,Pine Ridge,DeKalb County,Populated Place,0
161872,01049,Portersville,DeKalb County,Populated Place,0
162075,01049,Powell,DeKalb County,Populated Place,0
163336,01049,Rainsville,DeKalb County,Populated Place,0
169840,01049,Shiloh,DeKalb County,Populated Place,0
174400,01049,Sylvania,DeKalb County,Populated Place,0
178240,01049,Valley Head,DeKalb County,Populated Place,0
107588,01051,Blue Ridge,Elmore County,Populated Place,0
117176,01051,Coosada,Elmore County,Populated Place,0
120008,01051,Deatsville,Elmore County,Populated Place,0
122816,01051,Eclectic,Elmore County,Populated Place,0
123656,01051,Elmore,Elmore County,Populated Place,0
139544,01051,Kent,Elmore County,Populated Place,0
148712,01051,Millbrook,Elmore County,Populated Place,0
163696,01051,Red Hill,Elmore County,Populated Place,0
174688,01051,Tallassee,Elmore County,Populated Place,0
179656,01051,Wallsboro,Elmore County,Populated Place,0
181720,01051,Wetumpka,Elmore County,County Seat,1
103004,01053,Atmore,Escambia County,Populated Place,0
108824,01053,Bradley,Escambia County,Populated Place,0
109208,01053,Brewton,Escambia County,County Seat,1
120752,01053,Dixie,Escambia County,Populated Place,0
120896,01053,Dixonville,Escambia County,Populated Place,0
122216,01053,East Brewton,Escambia County,Populated Place,0
126824,01053,Flomaton,Escambia County,Populated Place,0
137168,01053,Huxford,Escambia County,Populated Place,0
161536,01053,Pollard,Escambia County,Populated Place,0
165016,01053,Riverview,Escambia County,Populated Place,0
101660,01055,Altoona,Etowah County,Populated Place,0
103028,01055,Attalla,Etowah County,Populated Place,0
128696,01055,Gadsden,Etowah County,County Seat,1
129992,01055,Glencoe,Etowah County,Populated Place,0
135392,01055,Hokes Bluff,Etowah County,Populated Place,0
139376,01055,Keener,Etowah County,Populated Place,0
151672,01055,Mountainboro,Etowah County,Populated Place,0
163288,01055,Rainbow City,Etowah County,Populated Place,0
163984,01055,Reece City,Etowah County,Populated Place,0
164656,01055,Ridgeville,Etowah County,Populated Place,0
165568,01055,Rockledge,Etowah County,Populated Place,0
168280,01055,Sardis City,Etowah County,Populated Place,0
171832,01055,Southside,Etowah County,Populated Place,0
179728,01055,Walnut Grove,Etowah County,Populated Place,0
182805,01055,Wilsonia,Etowah County,Populated Place,0
104756,01057,Bazemore,Fayette County,Populated Place,0
105164,01057,Belk,Fayette County,Populated Place,0
105932,01057,Berry,Fayette County,Populated Place,0
125840,01057,Fayette,Fayette County,County Seat,1
129944,01057,Glen Allen,Fayette County,Populated Place,0
154528,01057,Newtonville,Fayette County,Populated Place,0
135200,01059,Hodges,Franklin County,Populated Place,0
137960,01059,Isbell,Franklin County,Populated Place,0
159496,01059,Phil Campbell,Franklin County,Populated Place,0
161344,01059,Pleasant Site,Franklin County,Populated Place,0
163576,01059,Red Bay,Franklin County,Populated Place,0
167056,01059,Russellville,Franklin County,County Seat,1
178984,01059,Vina,Franklin County,Populated Place,0
107120,01061,Black,Geneva County,Populated Place,0
113816,01061,Chancellor,Geneva County,Populated Place,0
116240,01061,Coffee Springs,Geneva County,Populated Place,0
124616,01061,Eunola,Geneva County,Populated Place,0
129464,01061,Geneva,Geneva County,County Seat,1
132608,01061,Hacoda,Geneva County,Populated Place,0
133424,01061,Hartford,Geneva County,Populated Place,0
146264,01061,Malvern,Geneva County,Populated Place,0
167800,01061,Samson,Geneva County,Populated Place,0
171040,01061,Slocomb,Geneva County,Populated Place,0
108104,01063,Boligee,Greene County,Populated Place,0
115592,01063,Clinton,Greene County,Populated Place,0
124664,01063,Eutaw,Greene County,County Seat,1
127376,01063,Forkland,Greene County,Populated Place,0
140336,01063,Knoxville,Greene County,Populated Place,0
177616,01063,Union,Greene County,Populated Place,0
100676,01065,Akron,Hale County,Populated Place,0
119264,01065,Cypress,Hale County,Populated Place,0
128840,01065,Gallion,Hale County,Populated Place,0
131720,01065,Greensboro,Hale County,County Seat,1
151648,01065,Moundville,Hale County,Populated Place,0
153784,01065,Newbern,Hale County,Populated Place,0
168424,01065,Sawyerville,Hale County,Populated Place,0
100124,01067,Abbeville,Henry County,County Seat,1
132656,01067,Haleburg,Henry County,Populated Place,0
133856,01067,Headland,Henry County,Populated Place,0
154600,01067,Newville,Henry County,Populated Place,0
170176,01067,Shorterville,Henry County,Populated Place,0
102836,01069,Ashford,Houston County,Populated Place,0
103364,01069,Avon,Houston County,Populated Place,0
116744,01069,Columbia,Houston County,Populated Place,0
117824,01069,Cottonwood,Houston County,Populated Place,0
118088,01069,Cowarts,Houston County,Populated Place,0
118712,01069,Crosby,Houston County,Populated Place,0
121184,01069,Dothan,Houston County,County Seat,1
130760,01069,Gordon,Houston County,Populated Place,0
140072,01069,Kinsey,Houston County,Populated Place,0
145904,01069,Madrid,Houston County,Populated Place,0
164152,01069,Rehobeth,Houston County,Populated Place,0
175096,01069,Taylor,Houston County,Populated Place,0
180376,01069,Webb,Houston County,Populated Place,0
109328,01071,Bridgeport,Jackson County,Populated Place,0
121952,01071,Dutton,Jackson County,Populated Place,0
125000,01071,Fackler,Jackson County,Populated Place,0
126584,01071,Flat Rock,Jackson County,Populated Place,0
135632,01071,Hollywood,Jackson County,Populated Place,0
137264,01071,Hytop,Jackson County,Populated Place,0
141368,01071,Langston,Jackson County,Populated Place,0
143072,01071,Lim Rock,Jackson County,Populated Place,0
144080,01071,Long Island,Jackson County,Populated Place,0
157696,01071,Paint Rock,Jackson County,Populated Place,0
160720,01071,Pisgah,Jackson County,Populated Place,0
161038,01071,Pleasant Grove,Jackson County,Populated Place,0
166432,01071,Rosalie,Jackson County,Populated Place,0
168736,01071,Scottsboro,Jackson County,County Seat,1
169000,01071,Section,Jackson County,Populated Place,0
170896,01071,Skyline,Jackson County,Populated Place,0
173080,01071,Stevenson,Jackson County,Populated Place,0
183664,01071,Woodville,Jackson County,Populated Place,0
100460,01073,Adamsville,Jefferson County,Populated Place,0
102320,01073,Argo,Jefferson County,Populated Place,0
105980,01073,Bessemer,Jefferson County,Populated Place,0
107000,01073,Birmingham,Jefferson County,County Seat,1
107792,01073,Bluff Park,Jefferson County,Populated Place,0
109400,01073,Brighton,Jefferson County,Populated Place,0
109736,01073,Brookside,Jefferson County,Populated Place,0
111248,01073,Cahaba Heights,Jefferson County,Populated Place,0
112040,01073,Cardiff,Jefferson County,Populated Place,0
113264,01073,Center Point,Jefferson County,Populated Place,0
113720,01073,Chalkville,Jefferson County,Populated Place,0
115256,01073,Clay,Jefferson County,Populated Place,0
121088,01073,Dolomite,Jefferson County,Populated Place,0
125120,01073,Fairfield,Jefferson County,Populated Place,0
127088,01073,Forestdale,Jefferson County,Populated Place,0
128552,01073,Fultondale,Jefferson County,Populated Place,0
129056,01073,Gardendale,Jefferson County,Populated Place,0
131384,01073,Graysville,Jefferson County,Populated Place,0
135800,01073,Homewood,Jefferson County,Populated Place,0
135896,01073,Hoover,Jefferson County,Populated Place,0
136448,01073,Hueytown,Jefferson County,Populated Place,0
137864,01073,Irondale,Jefferson County,Populated Place,0
139856,01073,Kimberly,Jefferson County,Populated Place,0
141968,01073,Leeds,Jefferson County,Populated Place,0
143336,01073,Lipscomb,Jefferson County,Populated Place,0
147728,01073,Maytown,Jefferson County,Populated Place,0
148376,01073,Midfield,Jefferson County,Populated Place,0
149072,01073,Minor,Jefferson County,Populated Place,0
151456,01073,Morris,Jefferson County,Populated Place,0
151696,01073,Mountain Brook,Jefferson County,Populated Place,0
152776,01073,Mulga,Jefferson County,Populated Place,0
155152,01073,North Johns,Jefferson County,Populated Place,0
160648,01073,Pinson,Jefferson County,Populated Place,0
161008,01073,Pleasant Grove,Jefferson County,Populated Place,0
170104,01073,Short Creek,Jefferson County,Populated Place,0
174424,01073,Sylvan Springs,Jefferson County,Populated Place,0
174976,01073,Tarrant,Jefferson County,Populated Place,0
176680,01073,Trafford,Jefferson County,Populated Place,0
176944,01073,Trussville,Jefferson County,Populated Place,0
178216,01073,Valley Creek,Jefferson County,Populated Place,0
178552,01073,Vestavia Hills,Jefferson County,Populated Place,0
178936,01073,Village Springs,Jefferson County,Populated Place,0
179944,01073,Warrior,Jefferson County,Populated Place,0
181336,01073,West Jefferson,Jefferson County,Populated Place,0
104948,01075,Beaverton,Lamar County,Populated Place,0
118880,01075,Crossville,Lamar County,Populated Place,0
120392,01075,Detroit,Lamar County,Populated Place,0
139520,01075,Kennedy,Lamar County,Populated Place,0
148808,01075,Millport,Lamar County,Populated Place,0
173728,01075,Sulligent,Lamar County,Populated Place,0
178480,01075,Vernon,Lamar County,County Seat,1
101756,01077,Anderson,Lauderdale County,Populated Place,0
115736,01077,Cloverdale,Lauderdale County,Populated Place,0
126896,01077,Florence,Lauderdale County,County Seat,1
139784,01077,Killen,Lauderdale County,Populated Place,0
142640,01077,Lexington,Lauderdale County,Populated Place,0
159280,01077,Petersville,Lauderdale County,Populated Place,0
166216,01077,Rogersville,Lauderdale County,Populated Place,0
167536,01077,Saint Florian,Lauderdale County,Populated Place,0
177520,01077,Underwood,Lauderdale County,Populated Place,0
180064,01077,Waterloo,Lauderdale County,Populated Place,0
118040,01079,Courtland,Lawrence County,Populated Place,0
133544,01079,Hatton,Lawrence County,Populated Place,0
134816,01079,Hillsboro,Lawrence County,Populated Place,0
141176,01079,Landersville,Lawrence County,Populated Place,0
151600,01079,Moulton,Lawrence County,County Seat,1
155044,01079,North Courtland,Lawrence County,Populated Place,0
176584,01079,Town Creek,Lawrence County,Populated Place,0
183784,01079,Wren,Lawrence County,Populated Place,0
103076,01081,Auburn,Lee County,Populated Place,0
107336,01081,Bleecker,Lee County,Populated Place,0
143744,01081,Loachapoka,Lee County,Populated Place,0
157048,01081,Opelika,Lee County,County Seat,1
167656,01081,Salem,Lee County,Populated Place,0
171136,01081,Smiths,Lee County,Populated Place,0
171190,01081,Smiths Station,Lee County,Populated Place,0
102260,01083,Ardmore,Limestone County,Populated Place,0
102956,01083,Athens,Limestone County,County Seat,1
123488,01083,Elkmont,Limestone County,Populated Place,0
142352,01083,Lester,Limestone County,Populated Place,0
151264,01083,Mooresville,Limestone County,Populated Place,0
174784,01083,Tanner,Limestone County,Populated Place,0
175528,01083,Thach,Limestone County,Populated Place,0
182272,01083,Whiteside,Limestone County,Populated Place,0
105692,01085,Benton,Lowndes County,Populated Place,0
111440,01085,Calhoun,Lowndes County,Populated Place,0
127520,01085,Fort Deposit,Lowndes County,Populated Place,0
133712,01085,Hayneville,Lowndes County,County Seat,1
142424,01085,Letohatchee,Lowndes County,Populated Place,0
144536,01085,Lowndesboro,Lowndes County,Populated Place,0
146312,01085,Manack,Lowndes County,Populated Place,0
151520,01085,Mosses,Lowndes County,Populated Place,0
181912,01085,White Hall,Lowndes County,Populated Place,0
127496,01087,Fort Davis,Macon County,Populated Place,0
128024,01087,Franklin,Macon County,Populated Place,0
133088,01087,Hardaway,Macon County,Populated Place,0
148928,01087,Milstead,Macon County,Populated Place,0
155440,01087,Notasulga,Macon County,Populated Place,0
170128,01087,Shorter,Macon County,Populated Place,0
171424,01087,Society Hill,Macon County,Populated Place,0
177304,01087,Tuskegee,Macon County,County Seat,1
113960,01089,Chase,Madison County,Populated Place,0
132440,01089,Gurley,Madison County,Populated Place,0
133472,01089,Harvest,Madison County,Populated Place,0
133808,01089,Hazel Green,Madison County,Populated Place,0
137000,01089,Huntsville,Madison County,County Seat,1
145784,01089,Madison,Madison County,Populated Place,0
148112,01089,Meridianville,Madison County,Populated Place,0
151216,01089,Moores Mill,Madison County,Populated Place,0
154168,01089,New Hope,Madison County,Populated Place,0
154312,01089,New Market,Madison County,Populated Place,0
154864,01089,Normal,Madison County,Populated Place,0
157504,01089,Owens Crossroads,Madison County,Populated Place,0
161392,01089,Plevna,Madison County,Populated Place,0
176824,01089,Triana,Madison County,Populated Place,0
119912,01091,Dayton,Marengo County,Populated Place,0
120296,01091,Demopolis,Marengo County,Populated Place,0
120872,01091,Dixons Mills,Marengo County,Populated Place,0
125816,01091,Faunsdale,Marengo County,Populated Place,0
143240,01091,Linden,Marengo County,County Seat,1
148736,01091,Miller,Marengo County,Populated Place,0
153112,01091,Myrtlewood,Marengo County,Populated Place,0
161704,01091,Pope,Marengo County,Populated Place,0
162688,01091,Providence,Marengo County,Populated Place,0
174304,01091,Sweet Water,Marengo County,Populated Place,0
175936,01091,Thomaston,Marengo County,Populated Place,0
104852,01093,Bear Creek,Marion County,Populated Place,0
106292,01093,Bexar,Marion County,Populated Place,0
109424,01093,Brilliant,Marion County,Populated Place,0
132224,01093,Guin,Marion County,Populated Place,0
132536,01093,Gu-Win,Marion County,Populated Place,0
132560,01093,Hackleburg,Marion County,Populated Place,0
132848,01093,Hamilton,Marion County,County Seat,1
181480,01093,Weston,Marion County,Populated Place,0
182992,01093,Winfield,Marion County,Populated Place,0
100988,01095,Albertville,Marshall County,Populated Place,0
102116,01095,Arab,Marshall County,Populated Place,0
107912,01095,Boaz,Marshall County,Populated Place,0
121328,01095,Douglas,Marshall County,Populated Place,0
131096,01095,Grant,Marshall County,Populated Place,0
132416,01095,Guntersville,Marshall County,County Seat,1
177784,01095,Union Grove,Marshall County,Populated Place,0
104684,01097,Bayou La Batre,Mobile County,Populated Place,0
113984,01097,Chastang,Mobile County,Populated Place,0
114392,01097,Chickasaw,Mobile County,Populated Place,0
114968,01097,Chunchula,Mobile County,Populated Place,0
115064,01097,Citronelle,Mobile County,Populated Place,0
118304,01097,Creola,Mobile County,Populated Place,0
119744,01097,Dauphin Island,Mobile County,Populated Place,0
131024,01097,Grand Bay,Mobile County,Populated Place,0
132248,01097,Gulf Crest,Mobile County,Populated Place,0
134264,01097,Heron Bay,Mobile County,Populated Place,0
150000,01097,Mobile,Mobile County,County Seat,1
152608,01097,Mount Vernon,Mobile County,Populated Place,0
162496,01097,Prichard,Mobile County,Populated Place,0
168160,01097,Saraland,Mobile County,Populated Place,0
168352,01097,Satsuma,Mobile County,Populated Place,0
169240,01097,Semmes,Mobile County,Populated Place,0
175768,01097,Theodore,Mobile County,Populated Place,0
176320,01097,Tillmans Corner,Mobile County,Populated Place,0
182752,01097,Wilmer,Mobile County,Populated Place,0
104900,01099,Beatrice,Monroe County,Populated Place,0
114920,01099,Chrysler,Monroe County,Populated Place,0
115088,01099,Claiborne,Monroe County,Populated Place,0
124880,01099,Excel,Monroe County,Populated Place,0
128312,01099,Frisco City,Monroe County,Populated Place,0
137216,01099,Hybart,Monroe County,Populated Place,0
150192,01099,Monroeville,Monroe County,County Seat,1
177088,01099,Tunnel Springs,Monroe County,Populated Place,0
179272,01099,Vredenburgh,Monroe County,Populated Place,0
112712,01101,Cecil,Montgomery County,Populated Place,0
130976,01101,Grady,Montgomery County,Populated Place,0
136736,01101,Hunter,Montgomery County,Populated Place,0
145808,01101,Madison,Montgomery County,Populated Place,0
151000,01101,Montgomery,Montgomery County,State Capital   County Seat,1
159760,01101,Pike Road,Montgomery County,Populated Place,0
160312,01101,Pine Level,Montgomery County,Populated Place,0
163384,01101,Ramer,Montgomery County,Populated Place,0
171328,01101,Snowdoun,Montgomery County,Populated Place,0
172216,01101,Sprague,Montgomery County,Populated Place,0
120104,01103,Decatur,Morgan County,County Seat,1
124688,01103,Eva,Morgan County,Populated Place,0
125648,01103,Falkville,Morgan County,Populated Place,0
126800,01103,Flint City,Morgan County,Populated Place,0
