id,naics,num_employees,lat,lon,size,GEOID
169760,32311109,3,41.452896,-90.156403,Small,17073
200820,32311109,7,41.241447,-89.92437,Small,17073
4763,32411010,5,41.401585,-89.904373,Small,17073
9236,32531102,20,41.421394,-90.009178,Small,17073
268359,32599812,4,41.347061,-90.287476,Small,17073
200924,32629901,60,41.227257,-89.951591,Medium,17073
169955,32711011,99,41.502972,-90.244377,Medium,17073
268361,32711011,20,41.392056,-90.232407,Small,17073
127163,32721519,5,41.483372,-90.365387,Small,17073
169925,32732001,20,41.450527,-90.142601,Small,17073
200691,32732001,2,41.246498,-89.926598,Small,17073
200850,33111006,10,41.252106,-89.91404,Small,17073
200712,33111014,2,41.252365,-89.94294,Small,17073
169583,33151112,18,41.1609,-90.023575,Small,17073
169837,33231206,5,41.452637,-90.148064,Small,17073
169641,33231303,1,41.428284,-90.158089,Small,17073
169572,33232204,10,41.158962,-90.020531,Small,17073
169536,33232312,2,41.165211,-90.050056,Small,17073
169586,33251015,20,41.165436,-90.046669,Small,17073
169924,33261805,19,41.381134,-90.12941,Small,17073
127179,33271002,9,41.467934,-90.326515,Small,17073
169871,33271002,8,41.446537,-90.170776,Small,17073
200654,33271002,2,41.248837,-89.927521,Small,17073
200843,33271002,9,41.231792,-89.951164,Small,17073
265664,33271002,20,41.351246,-90.359055,Small,17073
